cntry,female,agea,eduyrs,race_intel,race_work,race_better,freq_contact
DE,1,35,12,0,1,1,1
DE,1,57,15,0,0,0,1
DE,1,70,18,0,0,0,1
DE,0,31,13,0,1,0,1
DE,0,73,13,0,0,0,1
DE,1,31,13,0,1,0,1
DE,1,61,15,0,1,0,1
DE,0,16,9,0,0,0,0
DE,1,59,12,0,0,0,1
DE,1,54,15,0,0,0,1
DE,1,46,2,0,0,0,1
DE,0,34,18,0,1,0,1
DE,0,51,14,0,0,NA,1
DE,0,65,14,0,0,0,1
DE,0,64,11,0,1,1,1
DE,1,39,12,0,1,1,1
DE,1,28,21,0,1,0,1
DE,1,62,13,0,0,0,1
DE,0,69,17,0,0,0,1
DE,1,79,16,0,0,1,1
DE,0,64,14,0,1,1,1
DE,1,69,15,0,1,1,0
DE,1,24,15,0,0,0,1
DE,1,83,10,NA,NA,NA,0
DE,0,53,13,0,1,0,1
DE,0,48,17,1,1,0,1
DE,0,75,11,1,1,1,0
DE,1,26,11,0,0,NA,0
DE,1,47,13,0,0,0,1
DE,1,42,14,0,0,0,1
DE,0,16,10,0,0,1,1
DE,0,28,20,0,1,1,1
DE,0,58,10,NA,NA,1,0
DE,1,74,8,1,0,0,0
DE,1,75,10,0,1,0,1
DE,0,64,13,0,1,1,1
DE,0,53,16,1,1,1,1
DE,1,37,19,0,1,0,1
DE,1,39,18,1,1,1,0
DE,0,15,9,0,1,0,1
DE,1,53,11,1,1,0,1
DE,0,51,12,0,0,0,1
DE,0,58,13,0,0,0,1
DE,1,52,12,0,0,1,1
DE,0,34,15,0,0,1,1
DE,1,59,13,0,0,NA,1
DE,1,32,18,0,1,1,1
DE,0,22,15,0,0,0,1
DE,1,30,22,0,1,0,1
DE,0,46,13,0,0,1,1
DE,0,40,18,0,1,1,0
DE,1,56,14,0,0,1,1
DE,1,47,15,0,1,1,1
DE,1,46,15,0,0,0,1
DE,1,27,21,0,0,0,1
DE,1,66,16,0,0,NA,1
DE,1,49,11,0,0,1,1
DE,0,26,13,0,1,1,1
DE,1,38,15,0,1,1,0
DE,1,16,10,0,1,0,1
DE,0,53,18,NA,0,1,1
DE,0,48,18,0,1,1,1
DE,1,55,13,0,0,0,1
DE,1,26,9,0,0,0,1
DE,0,46,9,0,0,1,1
DE,1,NA,13,NA,NA,0,1
DE,0,47,13,0,1,0,1
DE,1,37,20,0,0,0,0
DE,1,15,10,0,0,0,1
DE,1,46,18,0,0,0,1
DE,0,18,10,0,0,0,0
DE,1,71,15,1,1,0,0
DE,1,58,12,0,0,0,1
DE,1,75,11,0,0,0,1
DE,0,17,10,0,0,0,1
DE,1,69,8,0,0,NA,1
DE,1,65,13,0,0,0,0
DE,1,62,13,0,1,1,1
DE,1,62,20,0,0,1,1
DE,0,22,9,0,1,0,1
DE,0,20,16,1,1,1,1
DE,0,76,14,0,0,0,1
DE,0,55,9,0,0,0,1
DE,0,21,14,0,0,0,1
DE,0,50,17,0,1,0,1
DE,0,33,20,0,1,0,1
DE,1,57,14,0,1,0,1
DE,1,51,17,0,0,0,1
DE,1,35,13,0,0,0,1
DE,0,39,13,0,1,1,0
DE,0,60,19,0,0,1,1
DE,0,47,16,0,0,0,1
DE,1,76,8,0,0,0,0
DE,0,84,19,0,1,0,1
DE,0,66,15,0,0,1,1
DE,0,30,12,1,1,1,1
DE,0,34,14,0,0,1,1
DE,0,46,19,0,1,1,1
DE,1,51,20,0,0,0,1
DE,0,66,12,0,1,1,1
DE,1,43,12,0,1,1,1
DE,1,32,19,0,0,0,1
DE,1,62,16,0,0,1,1
DE,1,33,15,0,1,0,1
DE,1,74,11,0,0,1,1
DE,0,60,15,0,0,1,1
DE,0,34,14,0,0,1,1
DE,0,54,16,0,0,0,1
DE,0,42,12,1,1,1,0
DE,0,38,11,0,0,0,1
DE,1,85,16,0,0,0,1
DE,0,57,12,0,0,1,0
DE,1,36,19,0,0,0,1
DE,0,32,15,0,1,0,1
DE,1,68,11,0,1,1,1
DE,1,43,16,0,0,0,1
DE,1,71,12,0,0,1,1
DE,1,33,17,0,0,0,1
DE,0,42,14,1,1,0,1
DE,0,58,15,0,0,0,1
DE,0,65,4,0,0,0,0
DE,0,54,12,0,1,1,1
DE,0,57,12,0,0,0,0
DE,0,57,12,0,0,0,1
DE,1,37,19,0,1,0,0
DE,1,53,13,0,0,0,1
DE,0,75,16,0,0,0,1
DE,1,56,13,NA,0,1,1
DE,0,52,12,1,1,0,1
DE,0,53,15,0,1,0,1
DE,0,58,17,0,0,1,1
DE,0,48,15,0,1,1,1
DE,1,62,13,0,0,0,1
DE,1,67,19,0,0,0,1
DE,0,58,16,0,0,0,1
DE,1,19,11,0,1,0,1
DE,1,58,12,0,0,0,0
DE,0,68,17,0,0,0,1
DE,1,42,13,0,0,0,1
DE,1,43,12,0,0,0,1
DE,1,56,17,0,1,0,0
DE,0,60,12,1,1,0,1
DE,1,46,20,0,0,0,1
DE,0,70,11,0,0,0,0
DE,0,32,17,0,0,0,1
DE,0,64,15,0,0,1,1
DE,1,18,12,0,0,1,1
DE,0,55,13,0,0,0,1
DE,0,38,15,0,0,0,1
DE,1,24,14,0,1,1,1
DE,0,16,9,1,1,1,1
DE,1,38,8,0,0,0,1
DE,1,58,13,0,0,1,1
DE,0,47,25,0,0,1,1
DE,0,38,17,0,1,0,1
DE,1,33,20,0,0,0,1
DE,0,42,15,0,1,1,1
DE,0,55,14,0,0,0,1
DE,1,32,20,0,0,1,1
DE,1,44,14,0,0,NA,1
DE,1,56,15,0,0,1,1
DE,1,60,18,0,1,0,1
DE,1,34,15,NA,NA,NA,0
DE,0,81,25,0,0,0,0
DE,0,22,17,1,1,0,1
DE,1,77,17,0,0,0,0
DE,0,88,23,1,1,1,0
DE,0,67,15,0,0,0,1
DE,0,45,19,0,0,1,1
DE,0,50,11,0,0,0,1
DE,0,59,20,0,0,0,0
DE,1,48,10,0,0,0,1
DE,0,49,9,0,1,1,1
DE,0,49,17,0,0,0,1
DE,0,60,14,0,0,0,1
DE,0,72,15,0,0,1,1
DE,1,73,12,1,0,0,1
DE,1,46,14,0,0,0,0
DE,1,19,13,0,1,1,1
DE,0,38,15,0,1,1,1
DE,0,33,17,0,1,0,1
DE,1,57,13,1,1,1,1
DE,1,61,13,0,0,0,1
DE,0,58,20,0,0,0,1
DE,0,73,13,0,1,0,0
DE,0,66,18,0,1,0,1
DE,0,62,11,0,0,0,1
DE,1,19,12,0,1,1,1
DE,0,34,16,0,1,0,1
DE,0,71,15,0,0,0,1
DE,0,24,14,0,0,0,1
DE,0,61,14,1,1,1,1
DE,1,40,13,1,1,1,1
DE,1,62,12,1,1,1,0
DE,1,62,12,1,1,1,1
DE,1,65,11,1,1,1,1
DE,0,37,16,0,0,0,1
DE,0,61,12,0,1,1,1
DE,0,55,12,1,1,0,1
DE,0,86,11,0,0,0,0
DE,0,56,13,0,0,0,1
DE,0,15,9,1,0,0,1
DE,1,63,14,NA,0,NA,0
DE,1,76,19,0,0,0,0
DE,1,29,13,0,1,0,1
DE,0,33,18,0,0,1,1
DE,0,20,11,1,1,0,1
DE,0,48,13,0,1,NA,1
DE,1,29,18,0,0,0,1
DE,1,73,11,0,0,0,0
DE,1,18,12,0,0,0,1
DE,0,49,7,0,1,0,1
DE,0,51,10,0,1,0,0
DE,1,26,9,0,0,NA,1
DE,1,36,19,0,1,1,1
DE,1,39,16,1,1,0,1
DE,1,70,17,0,1,0,1
DE,0,60,16,0,0,0,1
DE,0,25,13,0,1,0,1
DE,0,28,13,0,0,0,1
DE,1,72,17,0,0,0,0
DE,1,65,12,0,0,0,1
DE,0,33,8,1,1,0,1
DE,1,34,20,0,0,0,1
DE,1,63,15,0,1,0,1
DE,0,18,10,1,0,1,1
DE,1,54,13,0,1,0,1
DE,1,34,15,0,0,1,1
DE,0,64,19,0,0,0,1
DE,1,16,9,0,0,1,1
DE,1,39,20,0,0,0,1
DE,0,57,13,0,0,0,1
DE,1,26,13,0,0,1,1
DE,1,16,10,0,0,1,1
DE,1,NA,9,1,1,1,1
DE,0,66,15,0,NA,0,1
DE,0,65,12,1,1,1,0
DE,0,30,19,0,0,0,1
DE,1,61,16,0,NA,NA,0
DE,0,50,14,0,0,0,1
DE,0,54,15,0,0,0,1
DE,0,15,10,1,1,0,1
DE,0,50,13,0,0,0,1
DE,1,74,14,0,0,0,0
DE,0,48,10,0,0,0,1
DE,1,19,13,0,0,0,1
DE,0,21,12,1,0,0,1
DE,0,33,16,0,0,0,1
DE,0,23,17,0,NA,0,1
DE,0,50,15,0,0,0,1
DE,1,32,23,0,0,0,1
DE,1,67,5,1,1,0,1
DE,1,24,15,0,0,0,1
DE,1,63,12,0,1,0,1
DE,1,76,11,0,0,0,1
DE,0,59,13,0,1,1,1
DE,1,53,17,0,0,0,1
DE,1,72,10,0,1,0,1
DE,1,27,14,0,0,0,1
DE,1,56,19,0,0,1,1
DE,1,30,14,0,1,1,1
DE,0,56,17,1,1,0,1
DE,0,47,14,0,0,1,1
DE,1,61,12,0,0,1,0
DE,0,84,18,0,0,0,1
DE,0,58,20,0,1,1,1
DE,1,77,8,0,1,0,1
DE,1,31,12,0,0,1,0
DE,0,38,15,0,0,0,1
DE,0,27,20,0,1,1,1
DE,0,60,13,0,0,0,1
DE,1,75,14,0,0,0,1
DE,0,75,15,0,0,1,1
DE,0,73,15,0,0,0,1
DE,0,35,19,0,0,NA,1
DE,0,33,9,0,0,0,1
DE,0,26,15,0,0,0,1
DE,1,55,13,0,0,1,1
DE,0,63,15,0,1,0,0
DE,0,84,14,0,0,NA,0
DE,1,52,13,1,1,1,1
DE,0,61,17,1,1,1,1
DE,0,70,10,0,0,0,0
DE,0,47,16,0,0,0,1
DE,1,66,11,0,0,1,0
DE,1,44,16,0,0,NA,1
DE,1,71,24,0,0,1,1
DE,1,47,13,0,0,0,1
DE,1,28,17,0,0,0,1
DE,0,38,18,0,0,0,1
DE,1,73,14,0,1,0,1
DE,0,69,11,0,1,0,0
DE,0,55,16,0,0,0,0
DE,0,77,12,0,1,0,0
DE,0,61,13,0,0,0,1
DE,0,77,13,0,1,0,1
DE,0,34,14,1,1,1,1
DE,0,44,18,0,0,0,1
DE,0,45,16,0,0,0,1
DE,1,22,13,0,0,0,1
DE,0,25,11,0,1,1,1
DE,0,67,17,0,1,1,1
DE,1,37,19,0,0,0,1
DE,1,64,13,0,0,0,1
DE,0,46,14,0,0,0,1
DE,0,51,16,0,1,1,0
DE,1,16,10,0,1,0,1
DE,0,21,15,0,1,1,1
DE,1,30,13,0,0,0,1
DE,0,36,20,0,0,0,1
DE,0,55,12,0,0,0,1
DE,0,50,12,0,0,1,0
DE,1,60,12,0,0,0,1
DE,0,68,12,0,0,0,0
DE,0,62,16,0,0,0,0
DE,0,29,14,0,0,0,1
DE,0,65,14,0,1,1,1
DE,0,56,11,0,0,1,1
DE,0,48,17,0,1,0,1
DE,1,57,13,0,0,0,1
DE,1,70,11,0,0,0,1
DE,0,35,14,0,0,0,1
DE,1,51,15,0,0,1,1
DE,1,52,11,0,0,0,1
DE,1,50,14,0,0,1,1
DE,0,48,12,0,1,0,0
DE,0,19,12,0,1,0,1
DE,0,65,12,0,1,1,1
DE,1,60,16,0,0,0,0
DE,0,47,12,0,1,0,1
DE,0,41,16,0,1,0,1
DE,1,61,17,0,0,0,1
DE,1,39,11,0,0,0,1
DE,1,50,8,0,1,1,1
DE,1,52,17,0,0,0,0
DE,0,71,13,1,1,1,0
DE,1,75,9,0,0,1,1
DE,1,75,14,0,1,0,1
DE,1,17,10,0,0,0,1
DE,1,57,14,0,0,0,1
DE,0,78,17,0,0,0,0
DE,0,40,13,0,1,1,1
DE,1,81,11,1,1,1,1
DE,1,55,16,0,0,0,0
DE,0,69,15,0,0,1,0
DE,0,43,13,0,0,0,1
DE,0,27,21,0,0,0,1
DE,0,72,17,0,0,0,1
DE,1,76,11,0,0,0,1
DE,0,78,18,0,0,0,1
DE,0,65,16,0,0,0,1
DE,1,50,17,0,1,0,1
DE,1,29,17,0,0,1,1
DE,0,70,11,1,1,1,1
DE,0,46,14,0,0,0,1
DE,1,80,11,0,0,0,0
DE,0,53,10,0,0,0,1
DE,0,33,21,0,0,0,1
DE,0,74,14,0,1,1,0
DE,1,55,12,0,0,0,1
DE,0,56,12,0,1,1,1
DE,1,43,14,0,0,0,1
DE,0,73,11,0,0,0,0
DE,0,50,20,0,1,1,1
DE,0,18,13,0,0,0,1
DE,1,35,23,0,0,1,1
DE,0,55,12,0,1,1,1
DE,0,71,24,0,1,1,0
DE,1,55,14,0,0,0,1
DE,1,31,15,0,1,1,1
DE,1,15,NA,0,1,1,1
DE,0,61,13,0,1,1,0
DE,1,29,14,0,1,1,1
DE,1,20,13,0,0,1,0
DE,0,24,13,0,0,0,1
DE,1,64,8,1,1,0,0
DE,1,61,13,1,0,0,0
DE,0,56,12,0,1,0,1
DE,1,71,13,0,0,0,0
DE,0,71,19,0,0,1,1
DE,1,80,14,0,1,1,1
DE,0,67,13,1,1,1,1
DE,1,24,15,0,1,0,1
DE,0,57,16,0,1,0,1
DE,0,36,19,0,1,1,1
DE,0,57,21,0,0,0,1
DE,0,40,13,0,0,0,1
DE,0,41,19,0,1,1,1
DE,1,29,18,0,0,0,1
DE,0,45,15,0,0,0,1
DE,0,45,14,0,0,0,1
DE,0,57,19,0,0,0,1
DE,1,85,11,0,0,1,0
DE,0,17,10,0,0,0,0
DE,1,18,13,0,1,0,1
DE,1,38,15,0,1,1,1
DE,1,41,13,0,0,0,1
DE,0,77,10,0,1,0,0
DE,1,64,13,0,1,1,0
DE,0,73,13,0,0,1,0
DE,0,46,13,0,0,0,0
DE,0,49,13,0,1,0,1
DE,1,52,18,0,1,0,1
DE,1,35,16,0,0,0,1
DE,0,50,17,0,0,0,1
DE,0,46,11,0,0,1,1
DE,1,66,12,0,1,0,1
DE,1,54,12,0,0,1,1
DE,0,18,12,0,0,0,1
DE,0,66,9,0,0,0,1
DE,0,17,11,0,1,0,1
DE,1,46,11,0,0,0,1
DE,1,49,13,0,0,0,1
DE,1,31,18,0,1,0,1
DE,0,40,13,0,1,NA,1
DE,0,46,24,0,1,1,1
DE,0,43,19,0,1,1,1
DE,0,53,10,0,0,0,1
DE,0,46,15,0,0,1,1
DE,0,63,18,1,1,0,1
DE,1,64,8,1,1,1,1
DE,0,52,20,0,0,0,1
DE,1,36,25,0,1,0,1
DE,1,60,10,NA,NA,1,1
DE,0,52,13,0,0,1,1
DE,0,30,21,0,1,0,1
DE,0,29,9,1,1,0,1
DE,0,17,12,0,1,1,1
DE,1,47,24,1,1,0,1
DE,0,61,17,0,0,0,1
DE,1,72,16,0,1,1,1
DE,0,30,19,0,0,0,1
DE,0,36,13,0,0,1,1
DE,0,64,13,0,1,1,0
DE,0,37,13,0,1,1,1
DE,0,56,12,0,0,NA,1
DE,0,34,11,0,0,1,1
DE,0,29,21,0,0,0,1
DE,0,56,12,0,1,1,0
DE,1,26,18,0,1,0,0
DE,1,54,17,0,0,0,1
DE,1,60,15,0,0,NA,1
DE,0,75,18,0,1,1,1
DE,1,88,8,1,0,0,1
DE,1,65,10,0,0,0,1
DE,0,16,11,0,1,0,1
DE,0,68,11,0,0,0,1
DE,0,38,16,0,0,0,1
DE,0,56,12,0,0,0,1
DE,0,49,13,0,1,0,0
DE,0,44,12,0,1,0,1
DE,1,68,16,0,0,0,1
DE,0,37,12,0,1,0,1
DE,1,17,10,0,1,0,1
DE,1,76,13,0,1,1,0
DE,0,23,12,0,0,0,1
DE,0,70,17,0,0,0,1
DE,1,66,16,0,0,0,0
DE,0,27,13,0,1,1,1
DE,1,49,13,0,0,0,1
DE,1,33,15,0,1,1,1
DE,0,54,12,0,1,NA,1
DE,1,78,12,0,1,1,1
DE,1,23,15,1,1,1,1
DE,0,85,8,0,0,1,1
DE,0,77,8,0,1,1,1
DE,1,41,14,0,0,1,1
DE,1,34,20,0,0,0,1
DE,1,55,16,0,0,0,1
DE,0,52,12,0,0,1,1
DE,1,68,14,0,0,0,1
DE,1,48,14,0,0,0,1
DE,1,44,22,0,1,0,1
DE,0,79,13,0,1,1,1
DE,0,29,15,0,0,0,1
DE,1,59,13,0,0,NA,1
DE,0,42,14,0,0,1,1
DE,0,21,14,0,1,0,1
DE,1,64,12,0,0,1,0
DE,1,74,12,0,1,1,1
DE,1,31,17,0,0,0,1
DE,1,72,12,0,1,0,1
DE,1,54,16,0,0,0,1
DE,1,48,15,0,0,0,1
DE,0,NA,10,1,1,NA,1
DE,0,22,12,0,0,0,1
DE,0,18,12,0,0,1,1
DE,0,51,12,0,NA,0,1
DE,0,63,13,1,0,1,1
DE,0,74,17,0,0,NA,0
DE,0,69,12,0,0,1,0
DE,1,71,16,0,1,0,1
DE,0,52,15,0,0,1,1
DE,0,45,13,0,0,0,1
DE,0,76,12,0,0,1,1
DE,0,18,12,0,0,0,1
DE,1,57,12,0,0,0,1
DE,1,23,16,1,1,0,1
DE,0,53,16,0,0,0,1
DE,0,87,17,1,1,1,0
DE,0,43,10,0,0,1,0
DE,1,77,17,0,0,0,0
DE,0,52,12,0,0,0,0
DE,1,24,16,0,1,0,0
DE,0,31,12,0,1,1,1
DE,1,32,13,0,0,1,1
DE,0,67,14,0,0,1,1
DE,0,36,13,0,0,1,1
DE,1,56,13,0,0,1,1
DE,0,54,12,0,0,1,1
DE,0,81,16,0,1,0,1
DE,1,61,13,0,0,0,1
DE,1,64,15,0,0,0,1
DE,1,73,9,0,0,0,1
DE,1,39,12,1,1,1,1
DE,0,57,14,0,1,1,1
DE,0,24,11,0,0,1,1
DE,1,30,15,0,0,0,1
DE,1,52,12,0,0,0,1
DE,1,66,13,0,1,1,1
DE,1,60,16,0,1,0,0
DE,1,63,10,0,0,0,1
DE,0,53,17,0,0,0,1
DE,0,25,18,1,1,0,1
DE,0,52,19,0,1,1,1
DE,0,46,15,1,1,0,1
DE,0,56,18,0,0,0,1
DE,0,52,14,0,0,0,0
DE,0,39,14,0,1,1,1
DE,1,48,15,0,0,0,1
DE,0,42,15,0,0,NA,1
DE,0,70,22,0,1,0,1
DE,0,64,12,0,0,0,1
DE,0,73,9,0,1,0,1
DE,1,37,18,0,0,0,0
DE,0,45,19,0,1,1,1
DE,0,23,14,0,0,0,1
DE,1,72,11,0,1,1,1
DE,1,50,17,0,0,NA,1
DE,1,18,11,0,1,1,1
DE,1,69,12,0,0,NA,1
DE,1,37,13,0,0,1,1
DE,1,43,13,0,NA,0,0
DE,1,82,40,0,0,1,0
DE,1,35,19,0,0,0,1
DE,1,47,11,0,0,0,0
DE,1,23,13,1,1,0,1
DE,0,73,19,0,0,1,0
DE,1,20,14,0,0,0,1
DE,1,44,22,0,0,1,1
DE,1,46,13,0,0,0,1
DE,0,60,12,0,1,1,1
DE,0,36,18,0,0,0,1
DE,0,16,9,0,1,0,0
DE,1,56,15,1,1,0,1
DE,0,38,17,0,0,0,1
DE,0,56,12,1,1,1,1
DE,0,21,14,0,1,1,1
DE,0,65,8,0,0,NA,1
DE,0,25,11,0,1,1,1
DE,0,49,14,0,0,0,1
DE,1,36,18,0,1,0,1
DE,0,34,13,0,0,0,1
DE,0,43,17,1,0,1,1
DE,1,61,11,0,0,1,1
DE,1,34,17,0,0,NA,1
DE,1,53,14,0,0,NA,0
DE,1,40,15,0,0,0,1
DE,1,55,12,1,1,1,1
DE,0,44,16,0,0,0,1
DE,1,40,17,0,0,0,1
DE,0,81,14,0,0,0,0
DE,1,52,13,0,1,1,1
DE,1,48,19,0,1,1,1
DE,0,38,13,0,1,1,1
DE,1,27,18,0,1,1,1
DE,1,58,13,0,0,1,1
DE,0,75,13,1,0,1,1
DE,0,47,15,0,0,1,1
DE,1,49,13,0,1,0,1
DE,0,53,13,0,0,1,1
DE,1,57,15,0,0,0,1
DE,1,55,18,0,1,1,1
DE,0,77,15,0,0,0,0
DE,1,67,11,0,1,NA,1
DE,0,28,15,NA,0,NA,0
DE,0,76,13,0,1,NA,0
DE,0,57,15,0,1,NA,1
DE,0,64,19,0,0,0,1
DE,1,64,12,0,0,0,0
DE,0,49,14,0,0,0,1
DE,1,21,14,0,0,1,1
DE,1,15,9,0,NA,0,0
DE,1,68,15,0,0,0,0
DE,0,40,21,0,0,NA,0
DE,1,76,10,0,0,0,0
DE,0,42,12,0,0,1,1
DE,0,27,12,0,0,1,1
DE,1,81,11,0,0,1,0
DE,1,48,12,0,1,0,1
DE,1,52,17,0,0,0,0
DE,0,59,13,0,1,0,1
DE,0,51,22,0,1,0,1
DE,1,81,11,0,0,0,0
DE,0,76,10,1,1,1,0
DE,1,33,13,0,0,1,0
DE,0,44,15,0,1,1,1
DE,1,70,16,0,1,0,1
DE,1,33,15,0,0,1,1
DE,1,82,8,0,0,1,0
DE,1,40,12,0,1,1,1
DE,0,52,15,0,NA,0,0
DE,1,53,12,0,0,0,1
DE,1,29,22,0,1,0,1
DE,0,33,24,0,0,0,1
DE,1,51,13,0,1,0,1
DE,1,46,13,0,0,0,1
DE,1,19,11,0,0,1,1
DE,1,16,11,0,0,0,1
DE,1,62,11,0,0,1,0
DE,0,40,14,0,0,0,1
DE,0,57,13,0,0,1,1
DE,1,49,10,0,1,0,1
DE,0,59,18,NA,NA,NA,1
DE,0,53,20,0,0,NA,1
DE,1,55,18,0,0,0,1
DE,0,54,18,0,0,0,1
DE,1,59,12,0,0,0,1
DE,1,45,13,0,0,1,1
DE,1,21,13,0,0,0,1
DE,1,47,14,0,0,0,1
DE,0,64,16,0,0,0,1
DE,1,55,12,0,0,1,1
DE,0,42,19,0,0,0,1
DE,1,71,12,0,1,1,0
DE,0,44,16,0,0,0,1
DE,0,57,14,0,1,0,1
DE,0,47,14,0,1,0,0
DE,0,42,12,1,1,1,1
DE,0,60,11,0,0,0,1
DE,0,36,14,0,0,1,1
DE,0,28,9,0,0,0,1
DE,1,25,16,0,0,0,1
DE,0,41,19,1,1,0,1
DE,1,50,16,0,1,1,1
DE,1,43,13,0,0,0,1
DE,1,28,14,0,0,0,1
DE,1,73,12,1,0,0,1
DE,0,71,11,0,1,1,0
DE,0,34,17,0,1,0,1
DE,0,43,19,0,1,0,1
DE,1,54,13,0,NA,0,1
DE,1,83,10,0,1,1,0
DE,1,78,9,0,0,1,1
DE,1,35,13,0,0,1,1
DE,1,29,19,0,0,0,1
DE,1,62,12,0,1,1,1
DE,0,41,13,0,1,1,1
DE,1,19,12,0,0,1,1
DE,0,31,13,NA,NA,NA,0
DE,1,23,17,0,0,0,1
DE,0,44,12,1,1,NA,1
DE,1,53,12,0,0,1,1
DE,0,55,13,0,1,0,1
DE,0,76,14,1,1,0,0
DE,1,38,17,0,0,0,1
DE,0,50,18,0,1,0,1
DE,0,40,17,0,0,1,0
DE,1,43,14,0,1,1,1
DE,0,75,12,0,0,0,1
DE,1,52,23,0,1,1,1
DE,1,48,16,0,0,NA,1
DE,0,81,30,0,0,0,1
DE,1,50,13,0,0,0,1
DE,1,68,10,0,1,0,1
DE,1,100,5,1,0,1,0
DE,0,75,18,0,1,1,0
DE,0,33,13,0,0,1,1
DE,0,69,15,0,0,0,0
DE,0,49,18,0,0,0,1
DE,0,47,15,0,0,0,1
DE,1,68,12,0,0,0,1
DE,1,65,19,0,0,0,1
DE,1,73,11,0,1,0,1
DE,0,55,14,0,0,0,0
DE,1,58,18,0,1,0,1
DE,0,80,10,0,0,1,0
DE,1,64,15,0,0,1,1
DE,0,55,NA,0,0,NA,0
DE,1,29,14,0,0,0,1
DE,1,15,10,0,0,0,1
DE,1,46,20,0,1,0,0
DE,0,19,12,0,0,1,1
DE,1,28,18,0,0,0,1
DE,1,17,10,0,0,0,1
DE,0,75,11,0,0,1,0
DE,0,50,22,0,1,0,1
DE,0,52,17,0,1,1,1
DE,1,30,12,0,0,0,1
DE,1,64,11,0,1,1,1
DE,0,70,14,0,0,0,1
DE,1,51,13,0,1,1,1
DE,0,28,13,1,1,0,1
DE,1,40,14,0,0,1,1
DE,0,79,12,0,1,1,0
DE,1,64,17,0,1,0,1
DE,1,60,16,0,0,1,0
DE,0,54,17,0,0,0,1
DE,1,31,24,0,0,0,1
DE,1,63,13,0,0,1,1
DE,0,58,12,0,0,0,1
DE,0,36,14,0,0,1,1
DE,1,78,11,0,1,0,0
DE,1,66,13,0,1,1,0
DE,0,73,18,1,1,1,1
DE,1,59,13,0,0,0,1
DE,1,64,12,0,NA,1,1
DE,0,20,13,0,0,0,1
DE,1,31,18,0,0,0,1
DE,1,49,16,0,0,1,1
DE,1,38,12,0,1,0,1
DE,0,49,10,1,0,0,1
DE,1,48,21,0,1,1,1
DE,1,39,11,0,0,1,1
DE,0,44,19,0,0,1,1
DE,0,69,11,0,1,1,0
DE,1,38,14,1,1,0,1
DE,1,63,12,0,0,0,0
DE,1,16,NA,0,0,1,1
DE,1,74,10,0,0,0,1
DE,0,68,20,0,1,0,1
DE,0,28,16,0,1,1,1
DE,0,34,23,0,0,0,1
DE,0,49,20,0,0,0,1
DE,0,70,11,1,1,1,1
DE,1,71,12,0,0,0,1
DE,1,24,17,1,0,1,1
DE,1,83,10,0,0,0,0
DE,0,16,11,0,0,0,1
DE,1,32,20,0,0,1,1
DE,0,55,13,0,1,0,1
DE,0,31,19,0,0,0,1
DE,1,56,11,0,0,0,1
DE,1,61,12,0,1,0,1
DE,1,75,8,0,0,0,1
DE,1,27,16,0,0,0,1
DE,1,37,12,0,1,0,1
DE,1,74,12,0,1,0,0
DE,1,82,10,0,0,1,1
DE,1,25,17,0,1,NA,1
DE,0,73,12,0,0,0,1
DE,0,32,15,0,0,0,1
DE,0,38,16,0,0,1,1
DE,0,59,17,0,1,0,1
DE,1,52,19,0,0,1,1
DE,0,60,24,0,1,1,0
DE,0,75,13,0,0,1,1
DE,0,39,18,0,0,0,1
DE,0,70,13,0,1,1,1
DE,0,55,17,0,1,0,1
DE,0,66,12,0,0,0,1
DE,1,62,20,0,0,NA,1
DE,1,60,10,NA,1,0,0
DE,1,57,21,0,0,0,1
DE,0,68,13,1,0,0,1
DE,0,22,16,0,0,0,1
DE,0,47,15,0,0,1,0
DE,0,65,15,0,0,0,1
DE,1,74,10,1,0,0,1
DE,1,46,19,0,0,0,1
DE,1,40,22,0,0,0,1
DE,0,47,13,0,0,1,1
DE,0,17,11,0,1,1,1
DE,0,28,16,0,1,1,1
DE,1,70,13,1,1,0,0
DE,0,25,16,0,1,0,1
DE,1,51,15,0,0,0,1
DE,0,NA,NA,NA,NA,NA,NA
DE,1,65,13,0,0,0,1
DE,1,66,11,0,1,0,1
DE,0,27,13,0,0,1,1
DE,1,54,21,0,1,0,1
DE,0,45,12,0,1,0,1
DE,0,85,16,0,NA,1,1
DE,1,70,11,0,1,0,1
DE,0,63,16,0,0,NA,1
DE,1,17,12,0,0,1,1
DE,0,32,12,0,0,0,1
DE,0,76,10,0,0,0,0
DE,1,56,12,0,0,1,1
DE,1,75,10,0,NA,1,0
DE,0,64,13,0,0,0,0
DE,0,69,10,0,0,0,0
DE,0,57,20,0,0,0,1
DE,1,31,16,0,0,1,1
DE,0,22,14,1,1,0,1
DE,0,50,13,0,0,0,1
DE,1,78,9,1,1,1,0
DE,0,18,11,0,0,0,1
DE,1,28,13,0,0,1,1
DE,1,33,20,0,1,1,1
DE,1,44,10,0,0,0,0
DE,1,41,19,0,1,1,1
DE,1,53,19,0,0,NA,1
DE,1,24,18,0,1,0,1
DE,0,64,12,0,1,0,0
DE,1,69,12,0,0,0,0
DE,0,63,12,0,1,0,1
DE,0,31,12,0,0,0,1
DE,1,52,15,0,0,0,1
DE,0,56,6,1,0,NA,1
DE,0,53,16,0,1,0,1
DE,0,75,11,0,0,1,0
DE,1,26,18,0,0,1,1
DE,1,31,14,0,1,0,1
DE,1,60,14,0,1,1,1
